level	sample	verdict	reference_compile_rc	selfhost_compile_rc	reference_pre_bc_count	selfhost_pre_bc_count	reference_opt_bc_count	selfhost_opt_bc_count	reference_pre_verify	selfhost_pre_verify	reference_opt_verify	selfhost_opt_verify	shared_functions	identical_functions	one_side_functions	reference_pre_bc_sha256	selfhost_pre_bc_sha256	reference_opt_bc_sha256	selfhost_opt_bc_sha256	reference_first_error	selfhost_first_error	reference_verify_error	selfhost_verify_error	body_diff_functions	reference_only_functions	selfhost_only_functions	first_bc_difference
Os	131_when_local_decl	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	9d3abf73821dd884b063cc6e1c8646b6c77a08e2acdaca0df007168b9c7fed56	003d2decd290e8f285b278bbc121a9d1c9414ad6a618158e2178c1c99d31fd37	7a882ccd98c3e8a14a9fe08ff7f1f5fce0780a80ec6360d8178188da6af00b93	75fb129c96012b1e8580086b8dcaae86cc6e3e18ebf8d43a4b74db62bbc50c2e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	13_tuple	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	e80a06033d2f0d2e267f2da29962ae37b44475b2cbfb81da201d5c4ec801272b	fdf435f3c0cff5fdeefcbc788317b05092b95a66d7631d779561d1739785282d	0a517ab4dccfa2ec053500657511966f9f88f8a34d2e2900ed0154041aae3648	503e6386a59c78ae0a5d41a9fdbd21b5a569e65b77409fedc0969bfe367081fa	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	14_default_param	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	f68190f082ecb9faa763a8eaf4cf498c3f330b82750edc2bd023676f5e81dae9	25bb6a3b0da70bc306141930f549ba9674d56edf94279f8d651f9f387703d96f	525a61257f86bd83ddc793fa67a87ae4aa6f188cc1a2856a5a566222ebda9edb	99011550d9a3acfde1f2a3eff6ba65e94ac7c333f16ae0fedde9fd149a9724f8	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	16_global	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	5e9e2b947353716c57aab98daf99c16c9214abbe3dae9df219a3574cabe2fa1c	d904a1f9dbb0a43b5fb6c8ff99832bdb68a8ecbdaa371bd4895031e2cbc07140	8918e44b37d45aad2164a2586da7ff6a85ac80950025fb10d79e350cabda29bb	564fc2f337895c9086d0da904223378190345503452b2956361e0f32fbfd77d5	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	20_struct	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	3b1d2838974ac3f5014822d16ddbe4a281cac97b19aaee52d216a1342cfe57f8	e0063ae0fe294d7f2171d118dd486c9897a6823576a1d6f35566c3e8eeaf07f8	f2982f88036bdff55188fb058ff2bef77f5c3312e920a481c9b386c7ca7ccf6a	3fe6935d5420b3f5e4472a5c6e460f88a46ece1a352a20999a1bd10d6bafcf8f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	21_enum_pl	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	20	0	c0947bc80602d5f53dcc0d21b7739a560c952c666b0849ff2648752c8b28b28d	7ac91c9e71da63521900427f8000243c053848dd2b10fc508e41ef912c93cb71	b3ff35be02a014ce81c07ec2ca0f17309b6690970d78f91ef3a115abd6be3a23	4b52bf9816dde916677a76b51972e66974c4308195866a4edbf8b7d50b1a6bc8	<none>	<none>	<none>	<none>	1	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	22_enum_rec	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	1ec0ee504b518f4b03e5afd7c6f38f3dbff05867d54e009e54594a69db9c0552	8396031e019a1797242f18d66c621df3aab098c3955db28c5f0a7909c3841125	6218e99fdc89761a21a69f31f2ebe31bcce62b022e5d25a9779b6d2e06060abe	9beb0b9dff34411b50caada4fb87185fbd2d47bf4a628f349199d1da46caecc8	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	25_extend	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	1dbe8aaa29f4248ace0d63c8fa504882f4af1fcb390c87293f583961a68a1c2d	80173c9f43c5897ef0fdf4f1ccbbf97b815afb18be0ec4956c7e77745ede5f6f	9c9b76286fd10721459bb6d1bd753c2c66a01fc555051c7670bbf9d69f57868a	fb98d1bf60fb502e735f5ff40084d406d4a80e6436ecfa6beafbcb9e9ac9d320	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	26_enum_method	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	7bccca3c4d7b90f3ce095297263928f6edf76f905bcfe2d8223af74ac37b4acf	a6bf0bd0499fcaa57a70290c34bbd9283d9b503ed00a93ae1222d4bb003e84a4	7bb31bdab493f2699b583f07905ec52dbcf0c1a7e37d2d920655de20050a6dc6	ffae8392ee19c37c3876bb059dd8f0bb2afe43f3d746fe0251d8081417313bcb	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	30_class_basic	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	5e028d25a7d2e98488b86cf4749c8730a0eac21f871560952d30c48407cf4718	2ab336c250771ae012de6e65a6fd8ecf65b07624dbb87b62978941c1b64e1b95	b6ca0cadafe2f21dd3a34d6115f1cf8fb19779db87830558033bc2041464b5af	8fd028aeb231024514db8e92308b90edb65bdeed590c927fe050a6246d28da32	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	31_class_alias	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	aa9334c1396ac0bf381e3cde8e4661ab81f99d5a33220d23c0f4dab6f108fe99	1ac4edb5ec7502b9ca6c7237d586d93da38bf6317df31b9b10c47858ae3c9a0e	cac51d65553f790bdf22409a618b21af6a0688e1e0476ec7e0873bba0a674b53	cad7f731c0d0b2f92e42f89a17c37936255f05773765c85e943437b7a61cbcff	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	32_interface	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	11f00de3e9654e28c9dbae77dccd941b6dcca96aaea80527796b8d58f1acdcd1	5181c78a883d034a09392de08e67190b67882e93a2934975c8d7cc5cba88f5e0	577350757751c8e1723447fdc27d3d5d764b56ddb815a7424c8da30af3bb356a	5e56e752986f7b300a4052bd647856362e1db66c7f3f474477d70311729af79f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	33_iface_generic	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	c8b8c4bb19f83ea124b3ed9dfacac4e06a567c5f0dcd73e2ef313ebaf7e78520	c2ee6555c1d21e9ba5cea5d8cc454cef510e0d2cdfc613e9f722c91762f29193	4b5fd13bb0fdf1e68a44377307c3b0e9970a10e72d0c578888ae50093eb9417b	2ce4cd6f0bfc733ab7a90655bc9ad9691587ec42b9c3617e86987cd288eaa95e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	34_iface_default	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	3	a8681037de406ef1e37fe1eaea7886ff6b1d7bc309c8894d8741c44e379d9faa	b6a9acdff770ec8192d0a7ecee6923ea59ca2faf1f948fa2e0536a86b721da51	c9064e38bb37d402c827243368092d583ce29331b16b1265dde46e0c291852f4	226310fcffbd747615b5798abf5edc02ce578682cf7ea37f777380de5270fa1b	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	35_match_type	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	1e959e944258194b724420e58054a56b006041c1f8d93306db8a5358d4900c66	85660702d8d8d44e309f5d3455ca2692c86c95c660e478a5e43e54e92d93fc4f	9700093d5dda45570c7b1bb1c0a1247c8be3a7a86839ff40430483efe63d186d	fbe32f5da7171768f6b1913aab86b94d45a84ec66aa6391fbb490fb691e28c1e	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	36_struct_geniface	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	1726f7b3c90b4cc3e43518e196749507f7649816161e7ba8dab632ac971e2e87	1104a9f1d9ceaeb3c0d33871bf948709b3cb453964526e90f3ab12a7de9abcea	1a650bbbe8c7aeb520b10c6b3eb4bbfe04d9239e5c91135ab1940104cbf8d4d6	a3c6d5c82ebd641a739029c77d1d683aa7c29381ba89cbda912619d1a0bbbf73	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	37_geniface_param	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	c86535562915c47178d5c9fba05e327d57bd6fd92b17d12296fef53daf63273c	311e4c36beb878a27f668f9dccbdd7aa6997bdc815816c00521e7cc174c6f543	0b9ff7ee5007d1350625b1849a4b891497018ad35daa2bd8315b8fb888bc1d50	97ba4cf6f7d15ec63ee030f026cc1ba1a068a538bdca8654660779fbc9856a14	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	38_geniface_struct_ret	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	75d10352f5de767f7ff3f18575ade7a24405f21b26d0db4ea04d31602ac2013c	d96a48a66bb754340b77fc95d0368961afe6f39d40a75545cc6f72b809a9624a	bde464b9d81a1f410d1c4f974b1ed19723d889b85d8349dabaee5bc91758856d	dc907799d5ca5b273ffb87019682517f6dbd459f534704cae8cde0a845f55f27	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	40_array	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	2	da7ea846217de24342b93eeac4c30da13b85ef7b65142ef9c64df80512167346	7bd6f787e957c73523275404583e8a7c32dbdecf3c45e47762d54f0ab482953a	868fab992d0dc48d0f093c65e3446290dfac775b1351e9378e9129b1e565185e	9367abad1296b6dfae854adf70a3001d072d0f0585d87526ce327da3dddf9838	<none>	<none>	<none>	<none>	2	0	2	"BODY_DIFF:""0_for_keeping_some_types"""
Os	41_array_loop	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	77545b43a36280dc9276f0ad244349716365a70a8ed80a99079a03401da32e2f	ce4ff7cde63341914bf442299293dba4a09e5a7c0139aa796a63b36bed22e2a9	8bf5caeff4c0c86dc3548995e96a7342b2681c124f0517a79ec5a9209d49303c	addfbc37e80c3c1b9645e074fef850845dafeacbead0888fd56ea22d46a8474d	<none>	<none>	<none>	<none>	2	1	2	"BODY_DIFF:""0_for_keeping_some_types"""
Os	42_arraylist	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	17	18	9e2031997f01edadb9a5415954af827052cdbd7ff4a5f51335a62480693a6643	16607e684ae2411c32578c8b4509818370388e5a87bc46d6d7703251e05e52b9	ea406c14f4e9dfb1244d1bc9161defbd1873c1c66e5e20446333f80b2f1b0319	4ec3e3e0ef722beee83a75fbd3b026a755498d01af580bfb8f9bb5a6e08bf54e	<none>	<none>	<none>	<none>	4	1	17	"BODY_DIFF:""0_for_keeping_some_types"""
Os	43_hashmap	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	24	17	32	91c535401c178cd8fa15860f095a397219d975f0b1986b5592067f09cbd6d673	195d86f8d4d0147a4031befcfe086a971640c7180f5ed486e168d1ab5a507254	d3db39ade8b47a4d787ec69a5e6e4a0e76c70cc955f3dd00ff53ea556f30ef10	1c41d039782938830ceb43f5a07c2d8442f19eda741f3245ee0b08e8b6d74b96	<none>	<none>	<none>	<none>	7	0	32	"BODY_DIFF:""0_for_keeping_some_types"""
Os	44_list_methods	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	17	21	2428625c33d8093ecb99e170dbc413a9db3522b554ec7b475f18c4f354c3feab	e5f6941ee67cadbeb4e66f475ddf038a44864c0a6b087a7a41317b4789dbdc07	c89302854e9e82664220464d6bd69c84b6720bf8e85fd5af60db62689b988e7c	3c43cbf08761f30858a4f4f6d18349fabf9bcdf9e4892d4b40d9657740fd1f38	<none>	<none>	<none>	<none>	4	0	21	"BODY_DIFF:""0_for_keeping_some_types"""
Os	45_string_methods	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	206896496920245e3c135f0402dfda0ce90081095d39c5a5f9fcdd0f9f5e328b	f2cf119255a3f364eb80f5b53e2e5d01ddde56ad47c6ae0285ea5772d0012f13	e14921cfd0f9509171b4ffabbd10c8457173f3098aa5c60df27b468e5e65a09d	d4c7a653f5f9cb0bc043e0107c73ecb0fc50f459da6e3cd9b650b6d0591b4c86	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	46_forin_string_count	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	ca52d4c32fb68aa7177b1ed537a6a5ba92af68bfcf3719ee4af2b398ba692ca0	52866cec79d80bceeb8a761e62b1a63ffa3eee7dfe073e8b02b79a709de6451a	7512b080193a244982b8174917fe0d7df1388e52a445cc4d07aaae50843e91aa	7093a5f3a06c7213dd84116a1c756384f1aab696acc8d70ac160d43c72fe718f	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	47_forin_string_build	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	fb81c38c68a0de55661565210443146c3e64e1330d2495b1fb9e88acc4501da4	45f3030ed07e8995db2138e835f57c26e7eeaa5f40dc90a171d444aff1fc9588	15468c78f7ce883f09629b367cb9a747c6f2aff99fa3d4bc78559317ad87dab4	afe9e6e3a7c4ef016ed1a827dc5fd4949044124f85ed3b0ae81db3821dfdabbc	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	50_generic_fn	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	700f977da9db09df3a6306e8ff2bd3dfe96cd7abc470308cb5cab84f723cc194	147574918c6d26d23228cc7ff8a3eb2d325095d1a364f80a21ef4d06ecddbe3f	20050aab6128e8fcfd35d7a844854ce7c9da87599ecc23c127deea05ec37645e	97398710a64c71d1fa206416a989ebb327a589a3e8814c91090d028dd25042b1	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	51_generic_box	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	1	b13b1885473d2fc79ccb3c7506ccb44fe4e302a00acafe47d5c56c7596da5858	c4ffa1da1f5e6d1b7daeca867e3d940849d9f942865610d450736d9b321aa862	16f07668dd2c312e07d5f2a771b08357f501c5db0ec41608e5a111cca77586cb	37e788daa015ffe3ee66a6820bec4893e87d4cb04a7b2cb6a61e400363c7a891	<none>	<none>	<none>	<none>	2	0	1	"BODY_DIFF:""0_for_keeping_some_types"""
Os	52_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	23955b7b7fcc5f729661b06e082b1d692f647be8a2a0e6a7982df19c0efcf6e9	04be19902b5eb925c98abfb9431c5e1bad0de1b9d0269ba812d071824cadc230	6a08e9374f4fd40b7557eb318418eb6274b16d8ecb01f12ba2c5244bffd00486	3bd0e044632cba04281ab62944b1e03dae26473b43c60058fbcffb73f936b94b	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	53_higherorder	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	1a75d547641358fa14800cc827ad1544a08bec5e480e6c530b1062f0640c571e	74799ade84390a9984e9442b3ae3d4d898e81cdc44e2203922c08e909961aa73	1477e1b255ae6fafd5471c420ad530b2ce40ce06a3effe803b6a8b67986a4292	ecad3d0f71e871d6bde6291082fe9623709c0eace3d743803c08cac93bf7d99a	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	54_generic_bound	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	18	0	4a3ebf0657c5e46aba3d1cd2c634746093d84bd54a24036b78abbb06b33f8ab6	fb69c77ecb45da06a9c8cc65d472ed9d7659bc714710b3b66b71e4b50606e3d8	54a4f6a38d41fcc4e3c29b5a0fce9a31276dea8e355c5e465c7aad3dcff54ca6	05c3b8a4cc31b1c1692ef7eb48788b036fa5d8f46a9fcda1c648773446c64ee2	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	56_untyped_lambda	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	19	0	6ad4cd9ac0826c7fd44a128b3643c2f67d66458b33b1994ff0b22714db5f57da	9b7682a0e07c23e734d6ee7c81185f925b01acac16bc17ad807e82809379fc12	8509fb4f135e75f5bd69c3ccc3163d5075667f001c9183879064ccc393ff7ab2	b4798143c3b9cd2aa48265d1dfc68ee45d824df75a4c56b0efd4ee22ce4a110c	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	57_array2d	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	12	d3725314dfe9de435bede3817e66430e8496ffaab6f4519e5060b53fab77f199	f35936aa2fcc03083ab1224ee8be249b443b0732c0aff83aef744b8dcdfde3c2	cd170c032c9cc709e36fbc16a65447d0cdac1292acb0bffaa309c76ffbef44da	4e5d9b3a7b6bd552055321ca390319855b9b15c3f448986f2829c70fd69080e2	<none>	<none>	<none>	<none>	2	0	12	"BODY_DIFF:""0_for_keeping_some_types"""
Os	58_array_struct	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	7	0a846f8a582580b23cdcda1b7c552c75ae85ed350b43c720f10c3361cfaaa558	49d30ab74b3cc280e17b6f960e534ebc8b886e531f4d266bc24a52b039aa87ea	037f69151f0cdb52cbb2d649de3f7e51d7d829183558bb7abd45655fab4115ba	a8574af8c3e201103f98e80090bec31830d343bc69dbf7178bed18b99ba1a855	<none>	<none>	<none>	<none>	1	0	7	"BODY_DIFF:""_CN7default6<main>Hv"""
Os	60_option	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	86ac14ba9e06c257ee2dda56e14bd1ad16aa08c4760e355ca658a0ff0425ce68	ac026803ea71d2ae992c350419dda9f966491fbe0d0708ef90da8b9e6fed439b	bf05e1fe8b5f2330b12d62643ccd220d5f20ab50bfeb765d31cdf8da43feb329	aa9d4091d4948ff2e25d4209dbcdaea10930d5187b658ba78ccc6bcece98bd35	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	61_try	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	3577e9cb3433d4af31fec89d78f710f4464d9e5df28ac7dbf082f0311d9ff590	3e041294d68c941f1609511cacb3dbe61c09d30e37ef806b330eb2dc43a2dffb	0cb038c73d29b9b1820b02f8c3177e3b47a6597432ba0f9918d29baa79cc700e	a21348ef2dbb5b7df4d1cf3c17db2a5062fd9998d5ed7da5a0875c50167c6bb9	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	62_iflet	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	963ba5fc0ab96175b678bc60adee60c1fd2a5f498e18d322dd71dde99ee5015e	73868b454fb271200ca78142a7a784d5c88b8b6480472cbb5f2f57c27a834633	776cc876996c3b285a827d5a694b03e7710e82125c7fa045f955960b2af52f7b	64ca0da327fe70bfe1578ff9718bd1fff5793fd345b70eca6231881a3463905a	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	63_lambda_ap2	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	61510bb243f60156a70e9b21b707915f987b981783c08dd96597d74ae891650d	8ef2df4d8b5714d5bfed9f2371d87de97a3ee2edee2284dbabeb30546a4af71c	3a42ca647ce905547d7f84af4367788b3dcb57145e97f457186bdd92a23a0e4d	2174b22c666eb7e1fece791b8b959dcb04a1ee6124d6ef6121df4e180205c836	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	64_lambda_overload	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	3	f0fe85b5bdc04094c22ffbca65c12ba78cf8fa5ac293a01ddac89fb55d576ee3	d93b49cca1e3e8c30bf6602ea672bb7f78039a365c8eec984fcf08be5bf77721	cd289b5469d9271331a494c5fd0caac56c7fb94bcf71a4af4297a0cbb67acabd	2bd7a05b1fe6111688a9914f06c1bb9eecce96e59849c8c58f7545293e629db0	<none>	<none>	<none>	<none>	2	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	65_lambda_capture_array	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	18	2	1f28eceb8643c3f4aa9e098b8a718058f84a523949b60699a13a35daa0899a6d	2d53d49954f1b8acb5ee18f279f102cd0613654b66724db25bb78f8877126410	8851e421b966d964cb1f3608aac833c72a948fcff69a6172087f8d834850ed55	42e98cd874386790855791cc9b711283a8322a84f6abd02ba1352ffe8f4f6738	<none>	<none>	<none>	<none>	3	0	2	"BODY_DIFF:""0_for_keeping_some_types"""
Os	70_throw_catch	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	20	19	3	08967ebc85b010db0b1c6f92b6bc4bd70ae8c0d87e79847face5b16d978fad27	2385a8e73d51eaf49298aeb7aab7d727400ada9148c2528e0e5fc5756aff8db9	ae67fb2c808dcdd9750ba8e1f788cd751ced929eeaad9f4841a5d2c3ae207871	893bc9bd2c6e5769ed00cbff4537c24256b66937204d150c0bec6fef19554af9	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	72_multicatch	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	17	3	d15d5a5f42fe6822a91c63a80c09ad76422eff04b2e83ac8ed37225eff9024f1	6a7791eec1e1db375784c8916864eef44206b3e2eac4823ef7b07af91cbec6c8	89d1eba0e34391c39cc31c31e74ee1284d4ed5e873dcf03e33d57de236bf2527	9cefb783dffb60c4942752a60432807268a3e2eab1253dac51e8b8ff453ad2b5	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	73_and_assign	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	075797d67b953f0c7ec1c05f4ad8fd4e7e3f9831c5beb06f01edcc4c7d3b9f9f	32488919452fccc0239ff16f7a6d8bdf4800e986f10033eb76dfce1a6dc9ac3c	8cb3cac2bc7bbe7976d956aadea93e9f1f64f8cec77ace82b0776b1a02022bfe	6e05529c52e95ea56f8be32867c6e05849bfae173232377e00da4845a79aed2c	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	74_or_assign	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	d85b5fc3276054d0987ac883d65368cb6985d68a4cab998b9bbf8cac5d1f3619	f7b69da828055ec7c30339616bcee448d6277db0206f814c4c65c9252ff30666	00b4a34c8841bdc1d0f506d16f74619f1bce2ff1d4b66f0159068d2c20e145f1	3367634c9fbb76085523fe81f7fe25fe5dbedf227b7ca73191f1f0a7976fc963	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	75_varray_compound	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	e4c71789fdda77d53738610e45a20ede89f22cf3741c84a7b840256495ea73d4	3ea4d08685e0b54e3f877e4618ff99b3456216d391c93d530e7511d1ea58b5be	6b46cd7c84ff25699ce48e382513a21f3691f31e357ae3d899c066a7ebfe1e17	8982e0efbabe46440f7fe7c016ca5b565b3ff4e3eb778354903ee5a95623fa0b	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	76_match_tuple	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	18	16	0	fe98f9ddcafb69412333b2d481b872d2cc4c44eca16d44e12a5e7a0a2555235d	e08ae724079729c38199151037ddda6bd6a1a8df87878594f4034c3968943486	317c1eba8af39995fe1a595dc1147e55a5581c290c4d5ad469279ae420b57ac9	433af6f874fed5e724807070529d27d39c298422c54c0afc47f315b60c909ea5	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	77_match_nested_enum_pattern	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	9e3b844da599cffba13ff7e1283969f650fffae5f0557e79a8e79c91eb41b034	2bf86e8c2c16765010cfece28e2b9e265aeb0a350f645ef0499a6ad5f8dab0c9	0179ade9c3a0eb621301c9d0835fa06639d74b6de36c2ad6721955702c6a74c4	d1cbe4f4f9b96935cba98ba8979b5f08cb832e3aa06e4f24e1fafd859a122056	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	78_catch_type_pattern	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	19	17	0	1ead6d13744c07ca72db709c26c7b420ef53fbdc13a383f120819d63a32f4edc	e06125d0b5a188c1c28f7f4548df57719966993e8d36305d40489906a6c0d75a	c6949bb37c297956717aafc6920ca4b64f137736ee3c88d6f3faa56cf538054f	9e73e218e3fb9d945f76a27eafda717844d74de38dc6619f97963e0a9bdc7759	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
Os	79_try_resource	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	21	20	3	56649704ee20a5535059c169da2a59e799218e23e0e3ace4cd0d53d121d4b57f	8cd9741f22cb06e1388d5d55adfd086aec072a793b3c8585458337a8de385b08	ae2301ba51ce9e2398451c7ccaa8910987230c9d92203c61450d4c9a307b52ce	b06628b34bf717e747b5fb803d67af8bbe3e582213977ba65c5e257ac1bb1cf2	<none>	<none>	<none>	<none>	1	0	3	"BODY_DIFF:""0_for_keeping_some_types"""
Os	80_member_method_ref	BC_DIFF	0	0	1	1	1	1	PASS	PASS	PASS	PASS	22	20	0	1cdb83295cd6256e75cf60f45546e87feb7c8a7b85cd601db3bfbeda6af0931a	184fbdc2ed5260ef936999c32bd8f7619f5a952879e466674eedea96ef1d5262	5322e75353ceb38758ff33fe7ec1eb4a54f784271c40e3037fb75f762f94b3df	c7fc39b81807ac39e11f16972315d695f07804ae55e76208afd1f2756caf10b0	<none>	<none>	<none>	<none>	2	0	0	"BODY_DIFF:""0_for_keeping_some_types"""
