category	status	severity	package	symbol	score	cpp_anchor	selfhost_anchor	cpp_br	cpp_lp	cpp_ret	cj_br	cj_lp	cj_ret	missing_calls
invented	current	P1	ast	ASTKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTKind.cj:120	-	-	-	-	-	-	-
invented	current	P1	ast	ASTKindName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTKind.cj:366	-	-	-	-	-	-	-
invented	current	P1	ast	AccessLevelRank		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:474	-	-	-	-	-	-	-
invented	current	P1	ast	AddAllUnique		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:841	-	-	-	-	-	-	-
invented	current	P1	ast	AddDependentStdPkg		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:454	-	-	-	-	-	-	-
invented	current	P1	ast	AddFileHash		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:103	-	-	-	-	-	-	-
invented	current	P1	ast	AddFileHashes		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:107	-	-	-	-	-	-	-
invented	current	P1	ast	AddMemDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTContext.cj:454	-	-	-	-	-	-	-
invented	current	P1	ast	AddUnique		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:847	-	-	-	-	-	-	-
invented	current	P1	ast	AddUniqueString		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:865	-	-	-	-	-	-	-
invented	current	P1	ast	AllLiveSymbols		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:755	-	-	-	-	-	-	-
invented	current	P1	ast	AnnotationKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:533	-	-	-	-	-	-	-
invented	current	P1	ast	AnnotationTargetIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:590	-	-	-	-	-	-	-
invented	current	P1	ast	AnnotationTargetMask		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:605	-	-	-	-	-	-	-
invented	current	P1	ast	Append		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Identifier.cj:93	-	-	-	-	-	-	-
invented	current	P1	ast	AreTysCorrect		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:882	-	-	-	-	-	-	-
invented	current	P1	ast	As		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Match.cj:125	-	-	-	-	-	-	-
invented	current	P1	ast	Assign		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/IntLiteral.cj:205	-	-	-	-	-	-	-
invented	current	P1	ast	AttributeBitMask		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/AttributePack.cj:315	-	-	-	-	-	-	-
invented	current	P1	ast	AttributeIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/AttributePack.cj:102	-	-	-	-	-	-	-
invented	current	P1	ast	AttributeName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/AttributePack.cj:319	-	-	-	-	-	-	-
invented	current	P1	ast	AttributeWordIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/AttributePack.cj:311	-	-	-	-	-	-	-
invented	current	P1	ast	BuiltInTypeIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:436	-	-	-	-	-	-	-
invented	current	P1	ast	CallKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ExprNodes.cj:1090	-	-	-	-	-	-	-
invented	current	P1	ast	CanBeSrcExported		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:644	-	-	-	-	-	-	-
invented	current	P1	ast	Children		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ExprNodes.cj:1047	-	-	-	-	-	-	-
invented	current	P1	ast	ClearAllDependentStdPkgs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:458	-	-	-	-	-	-	-
invented	current	P1	ast	CloneAttrs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:126	-	-	-	-	-	-	-
invented	current	P1	ast	ComparePosition		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:307	-	-	-	-	-	-	-
invented	current	P1	ast	ContainsSymbol		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:856	-	-	-	-	-	-	-
invented	current	P1	ast	CopyAttrs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:122	-	-	-	-	-	-	-
invented	current	P1	ast	CreateResumeExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:763	-	-	-	-	-	-	-
invented	current	P1	ast	Diagnose		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/NodeDiagnostics.cj:34	-	-	-	-	-	-	-
invented	current	P1	ast	EnableAllTargets		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:648	-	-	-	-	-	-	-
invented	current	P1	ast	EnableTarget		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:644	-	-	-	-	-	-	-
invented	current	P1	ast	ExprKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Common.cj:87	-	-	-	-	-	-	-
invented	current	P1	ast	FilterByMatcher		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:745	-	-	-	-	-	-	-
invented	current	P1	ast	FilterCachedSearchResult		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:504	-	-	-	-	-	-	-
invented	current	P1	ast	FindPositionByUInt64Key		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:42	-	-	-	-	-	-	-
invented	current	P1	ast	GetAllDependentStdPkgs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:462	-	-	-	-	-	-	-
invented	current	P1	ast	GetAttrs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:118	-	-	-	-	-	-	-
invented	current	P1	ast	GetMemberDecls		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:570	-	-	-	-	-	-	-
invented	current	P1	ast	HasConstOrFrozenInit		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:817	-	-	-	-	-	-	-
invented	current	P1	ast	HasFtrDirective		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:445	-	-	-	-	-	-	-
invented	current	P1	ast	Identifier		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PatternNodes.cj:106	-	-	-	-	-	-	-
invented	current	P1	ast	ImportKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:56	-	-	-	-	-	-	-
invented	current	P1	ast	InsertJavaSyntheticClassDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:1056	-	-	-	-	-	-	-
invented	current	P1	ast	InsertObjCSyntheticClassDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:1094	-	-	-	-	-	-	-
invented	current	P1	ast	InsideAtJavaDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:628	-	-	-	-	-	-	-
invented	current	P1	ast	InvalidateCache		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:447	-	-	-	-	-	-	-
invented	current	P1	ast	IsClassLikeDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:185	-	-	-	-	-	-	-
invented	current	P1	ast	IsClassOrEnumConstructor		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:92	-	-	-	-	-	-	-
invented	current	P1	ast	IsCommonWithoutDefault		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:668	-	-	-	-	-	-	-
invented	current	P1	ast	IsDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:214	-	-	-	-	-	-	-
invented	current	P1	ast	IsImportAlias		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:256	-	-	-	-	-	-	-
invented	current	P1	ast	IsImportAll		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:254	-	-	-	-	-	-	-
invented	current	P1	ast	IsImportMulti		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:257	-	-	-	-	-	-	-
invented	current	P1	ast	IsImportSingle		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:255	-	-	-	-	-	-	-
invented	current	P1	ast	IsInstanceMember		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:101	-	-	-	-	-	-	-
invented	current	P1	ast	IsNominalDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:175	-	-	-	-	-	-	-
invented	current	P1	ast	IsPrivateImport		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:259	-	-	-	-	-	-	-
invented	current	P1	ast	IsReExport		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:244	-	-	-	-	-	-	-
invented	current	P1	ast	IsStaticOrGlobal		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:232	-	-	-	-	-	-	-
invented	current	P1	ast	IsStaticVar		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:728	-	-	-	-	-	-	-
invented	current	P1	ast	IsStructOrClassDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:171	-	-	-	-	-	-	-
invented	current	P1	ast	IsVArrayTy		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTCasting.cj:61	-	-	-	-	-	-	-
invented	current	P1	ast	IterateToplevelDecls		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:377	-	-	-	-	-	-	-
invented	current	P1	ast	JoinScopeName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ScopeManagerApi.cj:85	-	-	-	-	-	-	-
invented	current	P1	ast	Length		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Identifier.cj:44	-	-	-	-	-	-	-
invented	current	P1	ast	LitConstKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ExprNodes.cj:856	-	-	-	-	-	-	-
invented	current	P1	ast	LitKindToString		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ExprNodes.cj:916	-	-	-	-	-	-	-
invented	current	P1	ast	MakeDeclScopeName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ScopeManagerApi.cj:95	-	-	-	-	-	-	-
invented	current	P1	ast	MapSpecificImplementation		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:837	-	-	-	-	-	-	-
invented	current	P1	ast	Match		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:117	-	-	-	-	-	-	-
invented	current	P1	ast	MatchKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:49	-	-	-	-	-	-	-
invented	current	P1	ast	NextHashID		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Symbol.cj:85	-	-	-	-	-	-	-
invented	current	P1	ast	NodeKind		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Match.cj:6	-	-	-	-	-	-	-
invented	current	P1	ast	ParseQuery		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:656	-	-	-	-	-	-	-
invented	current	P1	ast	PerformCompoundSearch		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:554	-	-	-	-	-	-	-
invented	current	P1	ast	PosAsc		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:349	-	-	-	-	-	-	-
invented	current	P1	ast	PosDesc		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:383	-	-	-	-	-	-	-
invented	current	P1	ast	PositionCompareIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:75	-	-	-	-	-	-	-
invented	current	P1	ast	PrintAstNode		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:21	-	-	-	-	-	-	-
invented	current	P1	ast	QueryKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:18	-	-	-	-	-	-	-
invented	current	P1	ast	QueryTokenKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:404	-	-	-	-	-	-	-
invented	current	P1	ast	RecoverJArrayCtorCall		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/RecoverDesugar.cj:208	-	-	-	-	-	-	-
invented	current	P1	ast	ReplaceIndexExprs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/RecoverDesugar.cj:25	-	-	-	-	-	-	-
invented	current	P1	ast	ResetID		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Symbol.cj:90	-	-	-	-	-	-	-
invented	current	P1	ast	Result		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:17	-	-	-	-	-	-	-
invented	current	P1	ast	SameDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTContext.cj:504	-	-	-	-	-	-	-
invented	current	P1	ast	SameSymbol		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTContext.cj:488	-	-	-	-	-	-	-
invented	current	P1	ast	ScopeKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Common.cj:39	-	-	-	-	-	-	-
invented	current	P1	ast	SearchOrderIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:393	-	-	-	-	-	-	-
invented	current	P1	ast	Sign		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/IntLiteral.cj:213	-	-	-	-	-	-	-
invented	current	P1	ast	StaticAs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Match.cj:361	-	-	-	-	-	-	-
invented	current	P1	ast	StringKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:20	-	-	-	-	-	-	-
invented	current	P1	ast	SymbolsForKey		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:729	-	-	-	-	-	-	-
invented	current	P1	ast	SymbolsForKeys		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:721	-	-	-	-	-	-	-
invented	current	P1	ast	TestAnyAttr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:142	-	-	-	-	-	-	-
invented	current	P1	ast	TestTarget		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:640	-	-	-	-	-	-	-
invented	current	P1	ast	TokenKindText		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Common.cj:16	-	-	-	-	-	-	-
invented	current	P1	ast	TyKind		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Node.cj:103	-	-	-	-	-	-	-
invented	current	P1	ast	TypeKindFromName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/TypeKind.cj:133	-	-	-	-	-	-	-
invented	current	P1	ast	TypeKindInRange		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/TypeKind.cj:175	-	-	-	-	-	-	-
invented	current	P1	ast	TypeKindIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/TypeKind.cj:43	-	-	-	-	-	-	-
invented	current	P1	ast	TypeKindName		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/TypeKind.cj:95	-	-	-	-	-	-	-
invented	current	P1	ast	Uint64		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/IntLiteral.cj:217	-	-	-	-	-	-	-
invented	current	P1	ast	UnbindTarget		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Symbol.cj:74	-	-	-	-	-	-	-
invented	current	P1	ast	Val		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Identifier.cj:24	-	-	-	-	-	-	-
invented	current	P1	ast	ValidRangeFrameForDefault		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTTypeValidator.cj:233	-	-	-	-	-	-	-
invented	current	P1	ast	ValuesFromStringIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:737	-	-	-	-	-	-	-
invented	current	P1	ast	VisitActionIndex		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Walker.cj:13	-	-	-	-	-	-	-
invented	current	P1	ast	WalkChildren		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Walker.cj:146	-	-	-	-	-	-	-
invented	current	P1	ast	WalkChildrenByKind		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Walker.cj:168	-	-	-	-	-	-	-
invented	current	P1	ast	WalkNode		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Walker.cj:74	-	-	-	-	-	-	-
invented	current	P1	ast	ZeroPos		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Identifier.cj:49	-	-	-	-	-	-	-
invented	current	P1	ast	addAllUnique		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:294	-	-	-	-	-	-	-
invented	current	P1	ast	addDeclUnique		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTContext.cj:478	-	-	-	-	-	-	-
invented	current	P1	ast	addInterfaceTyUnique		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:260	-	-	-	-	-	-	-
invented	current	P1	ast	addUniqueSymbol		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:285	-	-	-	-	-	-	-
invented	current	P1	ast	advance		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:466	-	-	-	-	-	-	-
invented	current	P1	ast	anyChildTypeMatches		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:183	-	-	-	-	-	-	-
invented	current	P1	ast	anyGeneric		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:19	-	-	-	-	-	-	-
invented	current	P1	ast	anyInvalid		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:10	-	-	-	-	-	-	-
invented	current	P1	ast	appendImportContentString		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ImportPackageNodes.cj:213	-	-	-	-	-	-	-
invented	current	P1	ast	appendIndent		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:1648	-	-	-	-	-	-	-
invented	current	P1	ast	assignOpText		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:1613	-	-	-	-	-	-	-
invented	current	P1	ast	attachBlockAsDesugar		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:76	-	-	-	-	-	-	-
invented	current	P1	ast	boolHash		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:93	-	-	-	-	-	-	-
invented	current	P1	ast	boolText		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:186	-	-	-	-	-	-	-
invented	current	P1	ast	classDeclStableHash		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:109	-	-	-	-	-	-	-
invented	current	P1	ast	cloneBlock		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:445	-	-	-	-	-	-	-
invented	current	P1	ast	cloneComment		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:23	-	-	-	-	-	-	-
invented	current	P1	ast	cloneCommentGroup		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:27	-	-	-	-	-	-	-
invented	current	P1	ast	cloneCommentGroups		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:35	-	-	-	-	-	-	-
invented	current	P1	ast	cloneExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:424	-	-	-	-	-	-	-
invented	current	P1	ast	cloneExprNode		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:54	-	-	-	-	-	-	-
invented	current	P1	ast	cloneFuncArg		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:466	-	-	-	-	-	-	-
invented	current	P1	ast	cloneFuncBody		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:452	-	-	-	-	-	-	-
invented	current	P1	ast	cloneFuncParam		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:61	-	-	-	-	-	-	-
invented	current	P1	ast	cloneHandler		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2345	-	-	-	-	-	-	-
invented	current	P1	ast	cloneIdentifier		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:15	-	-	-	-	-	-	-
invented	current	P1	ast	clonePattern		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:438	-	-	-	-	-	-	-
invented	current	P1	ast	cloneRefType		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:459	-	-	-	-	-	-	-
invented	current	P1	ast	cloneReference		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2203	-	-	-	-	-	-	-
invented	current	P1	ast	cloneSrcIdentifier		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:19	-	-	-	-	-	-	-
invented	current	P1	ast	cloneType		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:431	-	-	-	-	-	-	-
invented	current	P1	ast	cloneTypeArgInto		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:68	-	-	-	-	-	-	-
invented	current	P1	ast	cloneTypeNode		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Create.cj:47	-	-	-	-	-	-	-
invented	current	P1	ast	close		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/PrintNode.cj:182	-	-	-	-	-	-	-
invented	current	P1	ast	collect		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:124	-	-	-	-	-	-	-
invented	current	P1	ast	collectCandidateGenericTyArgs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:244	-	-	-	-	-	-	-
invented	current	P1	ast	collectGenericTyArgs		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:230	-	-	-	-	-	-	-
invented	current	P1	ast	collectSuffix		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:133	-	-	-	-	-	-	-
invented	current	P1	ast	containsClassLikeDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:292	-	-	-	-	-	-	-
invented	current	P1	ast	containsGenericArg		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:212	-	-	-	-	-	-	-
invented	current	P1	ast	containsGenericCandidate		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Types.cj:221	-	-	-	-	-	-	-
invented	current	P1	ast	copyAccessAttr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Utils.cj:1116	-	-	-	-	-	-	-
invented	current	P1	ast	copyCommon		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:1629	-	-	-	-	-	-	-
invented	current	P1	ast	copyControlExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2289	-	-	-	-	-	-	-
invented	current	P1	ast	copyDecl		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:1848	-	-	-	-	-	-	-
invented	current	P1	ast	copyExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2211	-	-	-	-	-	-	-
invented	current	P1	ast	copyImportAndPackage		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:1714	-	-	-	-	-	-	-
invented	current	P1	ast	copyLiteralAndCallExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2376	-	-	-	-	-	-	-
invented	current	P1	ast	copyMacro		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2508	-	-	-	-	-	-	-
invented	current	P1	ast	copyOperatorExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2355	-	-	-	-	-	-	-
invented	current	P1	ast	copyPattern		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2041	-	-	-	-	-	-	-
invented	current	P1	ast	copyReferenceExpr		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2446	-	-	-	-	-	-	-
invented	current	P1	ast	copySpecific		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:1705	-	-	-	-	-	-	-
invented	current	P1	ast	copyType		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Clone.cj:2108	-	-	-	-	-	-	-
invented	current	P1	ast	countDigitsInt		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:341	-	-	-	-	-	-	-
invented	current	P1	ast	countDigitsUInt		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Searcher.cj:337	-	-	-	-	-	-	-
invented	current	P1	ast	current		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/Query.cj:459	-	-	-	-	-	-	-
invented	current	P1	ast	currentValidRange		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/ASTTypeValidator.cj:174	-	-	-	-	-	-	-
invented	current	P1	ast	declBlockString		NO_MATCH_IN_FULL_CPP_SYMBOL_SCAN	ast/src/DeclNodes.cj:403	-	-	-	-	-	-	-
