selfhost_file	selfhost_line	selfhost_func	api	kind	current_overload	cpp_file	cpp_line	cpp_api	cpp_overload	mapping	migration	recommendation	b5657_five_set	batch	cpp_call	call
packages/ast/src/ASTTypeValidator.cj	193	emitInvalidNodeDiagnostic	DiagnoseRefactor	sema_invalid_node_after_check	node	AST/ASTTypeValidator.cpp	80	DiagnoseRefactor	node	exact	NO	keep-node	Task2-node-main		DiagnoseRefactor(DiagKindRefactor::sema_invalid_node_after_check, node, range)	DiagnoseRefactor( diag, DiagKindRefactor.sema_invalid_node_after_check, node, currentValidRange())
packages/ast/src/ASTTypeValidator.cj	195	emitInvalidNodeDiagnostic	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			"AddNote(""please report this to Cangjie team and include the project"")"
packages/basic/src/engine_test.cj	40	handlerFilter	DiagnoseRefactor	parse_expected_name	position				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"DiagnoseRefactor( DiagKindRefactor.parse_expected_name, Position(0u64, 1, 1), arguments: [""test name"", ""test02"", ""test03""] )"
packages/basic/src/engine_test.cj	45	handlerFilter	DiagnoseRefactor	parse_expected_name	position				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"DiagnoseRefactor( DiagKindRefactor.parse_expected_name, Position(0u64, 1, 1), arguments: [""test name"", ""test02"", ""test03""] )"
packages/basic/src/engine_test.cj	104	apiTest	DiagnoseRefactor	parse_expected_name	position				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"DiagnoseRefactor( DiagKindRefactor.parse_expected_name, Position(fileID, 7, 13), arguments: [""test name"", ""test1"", ""test2""] )"
packages/basic/src/engine_test.cj	110	apiTest	AddHint	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddHint(MakeRange(Position(fileID, 3, 13), Position(fileID, 3, 18)), arguments: [""test""])"
packages/basic/src/engine_test.cj	111	apiTest	AddHint	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddHint(MakeRange(Position(fileID, 2, 13), Position(fileID, 3, 9)), arguments: [""this is other hint""])"
packages/basic/src/engine_test.cj	116	apiTest	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(sub1)
packages/basic/src/engine_test.cj	121	apiTest	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(sub2)
packages/basic/src/engine_test.cj	153	apiTest2	DiagnoseRefactor	parse_expected_name	position				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"DiagnoseRefactor( DiagKindRefactor.parse_expected_name, Position(fileID, 2, 10), arguments: [""test name"", ""test1"", ""test2""] )"
packages/basic/src/engine_test.cj	159	apiTest2	AddHint	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddHint(MakeRange(Position(fileID, 2, 19), Position(fileID, 2, 20)), arguments: [""test""])"
packages/basic/src/engine_test.cj	160	apiTest2	AddHint	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddHint(MakeRange(Position(fileID, 2, 25), Position(fileID, 2, 26)), arguments: [""this is other hint""])"
packages/basic/src/engine_test.cj	162	apiTest2	AddHint	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			AddHint(MakeRange(Position(fileID, 2, 14), Position(fileID, 2, 15)))
packages/basic/src/engine_test.cj	165	apiTest2	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(sub1)
packages/basic/src/engine_test.cj	191	showColorTest	DiagnoseRefactor	parse_unmatched_right_delimiter	position				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"DiagnoseRefactor( DiagKindRefactor.parse_unmatched_right_delimiter, Position(fileID, 1, 1), arguments: [""""] )"
packages/chir/src/ConstAnalysis.cj	839	HandleRangeInit	DiagnoseRefactor	chir_step_non_zero_range	range				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(DiagKindRefactor.chir_step_non_zero_range, ToRange(apply.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	906	RaiseOutOfBoundError	DiagnoseRefactor	chir_idx_out_of_bounds	range	CHIR/Optimization/RangePropagation.cpp	268	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_idx_out_of_bounds, ToRange(intrin->GetDebugLocation()))	DiagnoseRefactor(DiagKindRefactor.chir_idx_out_of_bounds, ToRange(expr.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	913	RaiseOutOfBoundError	DiagnoseRefactor	chir_idx_out_of_bounds	range	CHIR/Optimization/RangePropagation.cpp	268	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_idx_out_of_bounds, ToRange(intrin->GetDebugLocation()))	DiagnoseRefactor(DiagKindRefactor.chir_idx_out_of_bounds, ToRange(expr.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	927	RaiseDivByZeroError	DiagnoseRefactor	chir_divisor_is_zero	range	CHIR/Analysis/ValueRangeAnalysis.cpp	319	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_divisor_is_zero, ToRange(loc), prompt)	DiagnoseRefactor(DiagKindRefactor.chir_divisor_is_zero, ToRange(expr.GetDebugLocation()), prompt)
packages/chir/src/ConstAnalysis.cj	935	RaiseNegOverflowError	DiagnoseRefactor	chir_arithmetic_operator_overflow	range	CHIR/Analysis/ValueRangeAnalysis.cpp	306	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_arithmetic_operator_overflow, ToRange(loc), token->second)	"DiagnoseRefactor(DiagKindRefactor.chir_arithmetic_operator_overflow, ToRange(expr.GetDebugLocation()), ""-"")"
packages/chir/src/ConstAnalysis.cj	939	RaiseNegOverflowError	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(GenerateTypeRangePrompt(expr.GetResult().getOrThrow().GetType().getOrThrow()))
packages/chir/src/ConstAnalysis.cj	947	RaiseArithmeticOverflowError	DiagnoseRefactor	chir_arithmetic_operator_overflow	range	CHIR/Analysis/ValueRangeAnalysis.cpp	306	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_arithmetic_operator_overflow, ToRange(loc), token->second)	DiagnoseRefactor(DiagKindRefactor.chir_arithmetic_operator_overflow, ToRange(expr.GetDebugLocation()), token)
packages/chir/src/ConstAnalysis.cj	953	RaiseArithmeticOverflowError	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(GenerateTypeRangePrompt(expr.GetResult().getOrThrow().GetType().getOrThrow()))
packages/chir/src/ConstAnalysis.cj	959	RaiseNegativeShiftError	DiagnoseRefactor	chir_shift_length_overflow	range				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(DiagKindRefactor.chir_shift_length_overflow, ToRange(expr.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	962	RaiseNegativeShiftError	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			"AddNote(""right operand can not be negative"")"
packages/chir/src/ConstAnalysis.cj	969	RaiseOvershiftError	DiagnoseRefactor	chir_shift_length_overflow	range				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(DiagKindRefactor.chir_shift_length_overflow, ToRange(expr.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	972	RaiseOvershiftError	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			"AddNote(""the type of left operand is "" + lhsTyString + "", the most bits that expected to shift are "" + (leftValBit - 1u64).toString())"
packages/chir/src/ConstAnalysis.cj	979	RaiseTypeCastOverflowError	DiagnoseRefactor	chir_typecast_overflow	range				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(DiagKindRefactor.chir_typecast_overflow, ToRange(cast.GetDebugLocation()))
packages/chir/src/ConstAnalysis.cj	988	RaiseTypeCastOverflowError	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			AddNote(GenerateTypeRangePrompt(targetTy))
packages/chir/src/DeadCodeElimination.cj	207	ReportUnusedFunc	DiagnoseRefactor	chir_dce_unreachable_function	range	CHIR/Optimization/DeadCodeElimination.cpp	315	DiagnoseRefactor	range	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_dce_unreachable_function, nodeRange)	DiagnoseRefactor(DiagKindRefactor.chir_dce_unreachable_function, nodeRange[1])
packages/chir/src/DeadCodeElimination.cj	286	DiagUnusedVariable	DiagnoseRefactor	chir_dce_unused_variable	range	CHIR/Optimization/DeadCodeElimination.cpp	441	DiagnoseRefactor	range	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::chir_dce_unused_variable, nodeRange.second, expr.GetSrcCodeIdentifier())	DiagnoseRefactor(DiagKindRefactor.chir_dce_unused_variable, nodeRange[1], expr.GetSrcCodeIdentifier())
packages/chir/src/DeadCodeElimination.cj	372	ReportUnusedExpression	DiagnoseRefactor	chir_dce_unused_operator	range	CHIR/Optimization/DeadCodeElimination.cpp	539	DiagnoseRefactor	range	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_dce_unused_operator, res.second, kind)	DiagnoseRefactor(DiagKindRefactor.chir_dce_unused_operator, res[1], kind)
packages/chir/src/DeadCodeElimination.cj	375	ReportUnusedExpression	DiagnoseRefactor	chir_dce_unused_expression	range	CHIR/Optimization/DeadCodeElimination.cpp	541	DiagnoseRefactor	range	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::chir_dce_unused_expression, res.second)	DiagnoseRefactor(DiagKindRefactor.chir_dce_unused_expression, res[1])
packages/chir/src/DeadCodeElimination.cj	438	DiagUnusedCode	DiagnoseRefactor	<dynamic>	dynamic/diagnostic				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(diagKind, nodeRange[1])
packages/chir/src/DeadCodeElimination.cj	444	DiagUnusedCode	DiagnoseRefactor	<dynamic>	dynamic/diagnostic				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			DiagnoseRefactor(diagKind, nodeRange[1], arg)
packages/chir/src/FaithfulAST2CHIR.cj	2491	CheckUseBeforeInit	Diagnose	chir_used_before_initialization	default	CHIR/AST2CHIR/GlobalDeclAnalysis.cpp	467	Diagnose	default	probable	NO	keep-current	NO		Diagnose(DiagKind::chir_used_before_initialization, dep->identifier.Val())	Diagnose(BasicDiagKind.chir_used_before_initialization, args: [BasicDiagArgument(dep.identifier.Val())])
packages/chir/src/RuntimeConstraintCheck.cj	93	CheckFunction	DiagnoseRefactor	chir_annotation_not_applicable	range	CHIR/Checker/AnnotationChecker.cpp	149	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::chir_annotation_not_applicable, loc, annoClassName, targetToErrMsg.at(target))	"DiagnoseRefactor(DiagKindRefactor.chir_annotation_not_applicable, reportRange, arguments: [""NoHeapAlloc"", ""static call closure emitted heap allocation '"" + operation + ""'""])"
packages/chir/src/RuntimeConstraintCheck.cj	96	CheckFunction	AddNote	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddNote(if (rootPos[0]) { rootPos[1] } else { reportRange }, ""@NoHeapAlloc root is '"" + FunctionName(root) + ""'"")"
packages/chir/src/RuntimeConstraintCheck.cj	98	CheckFunction	AddNote	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddNote(if (fnPos[0]) { fnPos[1] } else { reportRange }, ""static call path: "" + (paths.get(fn.nodeId) ?? FunctionName(fn)))"
packages/chir/src/RuntimeConstraintCheck.cj	205	CheckFunction	DiagnoseRefactor	chir_annotation_not_applicable	range	CHIR/Checker/AnnotationChecker.cpp	149	DiagnoseRefactor	range	probable	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::chir_annotation_not_applicable, loc, annoClassName, targetToErrMsg.at(target))	"DiagnoseRefactor(DiagKindRefactor.chir_annotation_not_applicable, reportRange, arguments: [""NoWriteBarrierRec"", ""static call closure emitted write barrier while lowering '"" + operation + ""'""])"
packages/chir/src/RuntimeConstraintCheck.cj	209	CheckFunction	AddNote	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddNote(if (rootPos[0]) { rootPos[1] } else { reportRange }, ""@NoWriteBarrierRec root is '"" + FunctionName(root) + ""'"")"
packages/chir/src/RuntimeConstraintCheck.cj	211	CheckFunction	AddNote	<subdiagnostic>	range				unmapped	unmapped	NO	keep-current	NO			"AddNote(if (fnPos[0]) { fnPos[1] } else { reportRange }, ""static call path: "" + (paths.get(fn.nodeId) ?? FunctionName(fn)))"
packages/chir/src/RuntimeConstraintCheck.cj	214	CheckFunction	AddNote	<subdiagnostic>	text-only				unmapped	unmapped	NO	keep-current	NO			"AddNote(""recursive static-call cycle: "" + cycle)"
packages/chir/src/VarInitCheck.cj	545	AddMaybeInitedPosNote	AddNote	<subdiagnostic>	text-only	CHIR/Checker/VarInitCheck.cpp	402	AddNote	text-only	function-ordinal	NO	keep-current	NO		AddNote(ss.str())	AddNote(message)
packages/conditional_compilation/src/ConditionalCompilationConfig.cj	55	LoadLSPConfigIfNeeded	DiagnoseRefactor	dirver_cfg_same_with_builtin	position	ConditionalCompilation/ConditionalCompilation.cpp	269	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::dirver_cfg_same_with_builtin, DEFAULT_POSITION)	DiagnoseRefactor(BasicDiagKindRefactor.dirver_cfg_same_with_builtin, DEFAULT_POSITION)
packages/conditional_compilation/src/ConditionalCompilationConfig.cj	59	LoadLSPConfigIfNeeded	DiagnoseRefactor	driver_cfg_path_ignored	position	ConditionalCompilation/ConditionalCompilation.cpp	273	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::driver_cfg_path_ignored, DEFAULT_POSITION)	DiagnoseRefactor(BasicDiagKindRefactor.driver_cfg_path_ignored, DEFAULT_POSITION)
packages/conditional_compilation/src/ConditionalCompilationConfig.cj	68	LoadLSPConfigIfNeeded	DiagnoseRefactor	driver_warning_no_such_file	position	ConditionalCompilation/ConditionalCompilation.cpp	281	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::driver_warning_no_such_file, DEFAULT_POSITION, filePath)	DiagnoseRefactor( BasicDiagKindRefactor.driver_warning_no_such_file, DEFAULT_POSITION, arguments: [filePath])
packages/conditional_compilation/src/ConditionalCompilationConfig.cj	201	SetupLSPConditionalCompilationCfgFromFile	DiagnoseRefactor	driver_cfg_file_read_failed	position	Option/OptionAction.cpp	1126	DiagnoseRefactor	position	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::driver_cfg_file_read_failed, DEFAULT_POSITION, filePath, failReason)	DiagnoseRefactor( BasicDiagKindRefactor.driver_cfg_file_read_failed, DEFAULT_POSITION, arguments: [filePath, failReason.value])
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	139	CheckConditionExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	438	DiagnoseRefactor	position	ambiguous-10	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, condition.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	176	EvalConditionExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	658	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_invalid_condition_expr, condition.begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, condition.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	189	EvalBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	615	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, be.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	253	CheckBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	495	DiagnoseRefactor	position	ambiguous-9	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, be.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	264	CheckBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	495	DiagnoseRefactor	position	ambiguous-9	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, be.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	272	CheckParenExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	513	DiagnoseRefactor	position	ambiguous-7	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, pe.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, pe.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	299	CheckJudgeBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	438	DiagnoseRefactor	position	ambiguous-9	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, be.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	305	CheckJudgeBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	438	DiagnoseRefactor	position	ambiguous-9	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, be.begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, be.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	310	CheckJudgeBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_value	position	ConditionalCompilation/ConditionalCompilation.cpp	447	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_invalid_condition_value, be.rightExpr->begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_value, right.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	316	CheckJudgeBinaryExpr	DiagnoseRefactor	conditional_compilation_invalid_condition_value	position	ConditionalCompilation/ConditionalCompilation.cpp	447	DiagnoseRefactor	position	ambiguous-2	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_invalid_condition_value, be.rightExpr->begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_value, right.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	350	CheckAndGetUnaryConditionInfo	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	533	DiagnoseRefactor	position	ambiguous-6	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, ue.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, ue.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	356	CheckAndGetUnaryConditionInfo	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	533	DiagnoseRefactor	position	ambiguous-6	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, ue.begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, ue.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	358	CheckAndGetUnaryConditionInfo	AddNote	<subdiagnostic>	text-only	ConditionalCompilation/ConditionalCompilation.cpp	548	AddNote	text-only	function-ordinal	NO	keep-current	NO		"AddNote(""debug and test builtin conditions only support the logic ! operator"")"	"AddNote(""debug and test builtin conditions only support the logic ! operator"")"
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	366	CheckAndGetUnaryConditionInfo	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	533	DiagnoseRefactor	position	ambiguous-6	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, ue.begin)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, ue.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	373	GetDebugOrTestRelatedInfo	DiagnoseRefactor	conditional_compilation_invalid_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	523	DiagnoseRefactor	position	ambiguous-7	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_invalid_condition_expr, diagnosePos)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_invalid_condition_expr, diagnosePos)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	387	ConditionCheck	DiagnoseRefactor	conditional_compilation_not_support_builtin_value	position/range	ConditionalCompilation/ConditionalCompilation.cpp	386	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_not_support_builtin_value, begin, conditionStr, right, supportedValues)	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_not_support_builtin_value, begin, arguments: [conditionStr, right, SupportedValuesText(conditionStr)])
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	392	ConditionCheck	DiagnoseRefactor	conditional_compilation_not_support_cjc_version_format	position/range	ConditionalCompilation/ConditionalCompilation.cpp	395	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_not_support_cjc_version_format, begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_not_support_cjc_version_format, begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	401	CheckConditionOp	DiagnoseRefactor	conditional_compilation_not_support_op	position	ConditionalCompilation/ConditionalCompilation.cpp	428	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::conditional_compilation_not_support_op, be.begin, conditionStr, TOKENS[static_cast<int>(be.op)])	DiagnoseRefactor(BasicDiagKindRefactor.conditional_compilation_not_support_op, be.begin, arguments: [conditionStr, TokenKindText(be.op)])
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	489	EvalNodeCondition	DiagnoseRefactor	conditional_compilation_not_have_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	716	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_not_have_condition_expr, anno->begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_not_have_condition_expr, anno.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	507	EvalNodeCondition	DiagnoseRefactor	conditional_compilation_not_have_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	716	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_not_have_condition_expr, anno->begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_not_have_condition_expr, anno.begin)
packages/conditional_compilation/src/ConditionalCompilationImpl.cj	525	EvalNodeCondition	DiagnoseRefactor	conditional_compilation_not_have_condition_expr	position	ConditionalCompilation/ConditionalCompilation.cpp	716	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor( DiagKindRefactor::conditional_compilation_not_have_condition_expr, anno->begin)	DiagnoseRefactor( BasicDiagKindRefactor.conditional_compilation_not_have_condition_expr, anno.begin)
packages/driver/src/Driver.cj	41	ExtractBCPackageNames	DiagnoseRefactor	bc_file_open_failed	position	Driver/Driver.cpp	140	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::bc_file_open_failed, DEFAULT_POSITION, bcPath, ec.message())	DiagnoseRefactor( DiagKindRefactor.bc_file_open_failed, DEFAULT_POSITION, arguments: [bcPath, message] )
packages/driver/src/Driver.cj	47	ExtractBCPackageNames	DiagnoseRefactor	bc_parse_failed	position	Driver/Driver.cpp	148	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::bc_parse_failed, DEFAULT_POSITION, bcPath)	DiagnoseRefactor(DiagKindRefactor.bc_parse_failed, DEFAULT_POSITION, arguments: [bcPath])
packages/driver/src/Driver.cj	49	ExtractBCPackageNames	DiagnoseRefactor	bc_invalid_package_name	position	Driver/Driver.cpp	158	DiagnoseRefactor	position	exact	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::bc_invalid_package_name, DEFAULT_POSITION, bcPath)	DiagnoseRefactor( DiagKindRefactor.bc_invalid_package_name, DEFAULT_POSITION, arguments: [bcPath] )
packages/frontend/src/CjoFlatBufferWriter.cj	936	SaveUnsupportExpr	DiagnoseRefactor	package_unsupport_save	range	Modules/ASTSerialization/ExprWriter.cpp	90	DiagnoseRefactor	node	probable	YES	migrate-to-node	NO	B001	"DiagnoseRefactor( DiagKindRefactor::package_unsupport_save, expr, ""expression"", std::string(typeid(expr).name()))"	"DiagnoseRefactor(DiagKindRefactor.package_unsupport_save, MakeRange(expr.begin, expr.end), arguments: [""expression"", ASTKindName(expr.astKind)])"
packages/frontend/src/CodeGenBridge.cj	112	Run	DiagnoseRefactor	plugin_throws_exception	position	CHIR/CHIR.cpp	1240	DiagnoseRefactor	position	probable	NO	keep-current	NO		DiagnoseRefactor(DiagKindRefactor::plugin_throws_exception, DEFAULT_POSITION)	DiagnoseRefactor(DiagKindRefactor.plugin_throws_exception, DEFAULT_POSITION)
packages/frontend/src/CodeGenBridge.cj	677	emitPackageModules	Diagnose	<dynamic>	dynamic/diagnostic				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"Diagnose(DiagCategory.OTHER, DEFAULT_POSITION, ""codegen produced no LLVM module for package '"" + pkg.GetName() + ""'"")"
packages/frontend/src/CodeGenBridge.cj	689	emitPackageModules	Diagnose	<dynamic>	dynamic/diagnostic				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"Diagnose(DiagCategory.OTHER, DEFAULT_POSITION, ""failed to create output directory for bitcode file '"" + path + ""'"")"
packages/frontend/src/CodeGenBridge.cj	693	emitPackageModules	Diagnose	<dynamic>	dynamic/diagnostic				unmapped	unmapped	NO	manual-review-no-direct-cpp	NO			"Diagnose(DiagCategory.OTHER, DEFAULT_POSITION, ""failed to write LLVM bitcode file '"" + path + ""'"")"
